[2024-12-22T00:00:01.488+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-12-22T00:00:01.510+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [queued]>
[2024-12-22T00:00:01.521+0000] {taskinstance.py:2613} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [queued]>
[2024-12-22T00:00:01.522+0000] {taskinstance.py:2866} INFO - Starting attempt 1 of 2
[2024-12-22T00:00:01.544+0000] {taskinstance.py:2889} INFO - Executing <Task(PythonOperator): fetch_and_insert_news_all_countries> on 2024-12-21 00:00:00+00:00
[2024-12-22T00:00:01.552+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=27755) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-12-22T00:00:01.554+0000] {standard_task_runner.py:72} INFO - Started process 27757 to run task
[2024-12-22T00:00:01.556+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'fetch_and_insert_news', 'fetch_and_insert_news_all_countries', 'scheduled__2024-12-21T00:00:00+00:00', '--job-id', '21', '--raw', '--subdir', 'DAGS_FOLDER/snowflake_connector_dag.py', '--cfg-path', '/tmp/tmpy8r22yvf']
[2024-12-22T00:00:01.559+0000] {standard_task_runner.py:105} INFO - Job 21: Subtask fetch_and_insert_news_all_countries
[2024-12-22T00:00:01.621+0000] {task_command.py:467} INFO - Running <TaskInstance: fetch_and_insert_news.fetch_and_insert_news_all_countries scheduled__2024-12-21T00:00:00+00:00 [running]> on host 4fe538676cbc
[2024-12-22T22:39:54.057+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-20 to 2023-04-21 for SZ...
[2024-12-22T22:39:56.361+0000] {logging_mixin.py:190} INFO - Inserted 157 articles into Snowflake table for SZ.
[2024-12-22T22:40:01.363+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-21 to 2023-04-22 for SZ...
[2024-12-22T22:40:03.736+0000] {logging_mixin.py:190} INFO - Inserted 107 articles into Snowflake table for SZ.
[2024-12-22T22:40:08.737+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-22 to 2023-04-23 for SZ...
[2024-12-22T22:40:11.639+0000] {logging_mixin.py:190} INFO - Inserted 62 articles into Snowflake table for SZ.
[2024-12-22T22:40:16.640+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-23 to 2023-04-24 for SZ...
[2024-12-22T22:40:18.747+0000] {logging_mixin.py:190} INFO - Inserted 82 articles into Snowflake table for SZ.
[2024-12-22T22:40:23.747+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-24 to 2023-04-25 for SZ...
[2024-12-22T22:40:26.254+0000] {logging_mixin.py:190} INFO - Inserted 212 articles into Snowflake table for SZ.
[2024-12-22T22:40:31.256+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-25 to 2023-04-26 for SZ...
[2024-12-22T22:40:33.851+0000] {logging_mixin.py:190} INFO - Inserted 198 articles into Snowflake table for SZ.
[2024-12-22T22:40:38.853+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-26 to 2023-04-27 for SZ...
[2024-12-22T22:40:41.595+0000] {logging_mixin.py:190} INFO - Inserted 236 articles into Snowflake table for SZ.
[2024-12-22T22:40:46.596+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-27 to 2023-04-28 for SZ...
[2024-12-22T22:40:49.219+0000] {logging_mixin.py:190} INFO - Inserted 185 articles into Snowflake table for SZ.
[2024-12-22T22:40:54.218+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-28 to 2023-04-29 for SZ...
[2024-12-22T22:40:56.540+0000] {logging_mixin.py:190} INFO - Inserted 163 articles into Snowflake table for SZ.
[2024-12-22T22:41:01.541+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-29 to 2023-04-30 for SZ...
[2024-12-22T22:41:04.106+0000] {logging_mixin.py:190} INFO - Inserted 131 articles into Snowflake table for SZ.
[2024-12-22T22:46:09.088+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-04-30 to 2023-05-01 for SZ...
[2024-12-22T22:46:11.790+0000] {logging_mixin.py:190} INFO - Inserted 151 articles into Snowflake table for SZ.
[2024-12-22T22:46:16.791+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-01 to 2023-05-02 for SZ...
[2024-12-22T22:46:19.953+0000] {logging_mixin.py:190} INFO - Inserted 136 articles into Snowflake table for SZ.
[2024-12-22T22:46:24.953+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-02 to 2023-05-03 for SZ...
[2024-12-22T22:46:27.558+0000] {logging_mixin.py:190} INFO - Inserted 210 articles into Snowflake table for SZ.
[2024-12-22T22:46:32.559+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-03 to 2023-05-04 for SZ...
[2024-12-22T22:46:34.841+0000] {logging_mixin.py:190} INFO - Inserted 182 articles into Snowflake table for SZ.
[2024-12-22T22:46:39.842+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-04 to 2023-05-05 for SZ...
[2024-12-22T22:46:42.312+0000] {logging_mixin.py:190} INFO - Inserted 133 articles into Snowflake table for SZ.
[2024-12-22T22:46:47.314+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-05 to 2023-05-06 for SZ...
[2024-12-22T22:46:49.631+0000] {logging_mixin.py:190} INFO - Inserted 181 articles into Snowflake table for SZ.
[2024-12-22T22:46:54.630+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-06 to 2023-05-07 for SZ...
[2024-12-22T22:46:56.718+0000] {logging_mixin.py:190} INFO - Inserted 85 articles into Snowflake table for SZ.
[2024-12-22T22:47:01.719+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-07 to 2023-05-08 for SZ...
[2024-12-22T22:47:04.107+0000] {logging_mixin.py:190} INFO - Inserted 100 articles into Snowflake table for SZ.
[2024-12-22T22:47:09.108+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-08 to 2023-05-09 for SZ...
[2024-12-22T22:47:11.657+0000] {logging_mixin.py:190} INFO - Inserted 137 articles into Snowflake table for SZ.
[2024-12-22T22:47:16.658+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-09 to 2023-05-10 for SZ...
[2024-12-22T22:47:19.476+0000] {logging_mixin.py:190} INFO - Inserted 142 articles into Snowflake table for SZ.
[2024-12-22T22:47:24.477+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-10 to 2023-05-11 for SZ...
[2024-12-22T22:47:29.297+0000] {logging_mixin.py:190} INFO - Inserted 160 articles into Snowflake table for SZ.
[2024-12-22T22:47:34.298+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-11 to 2023-05-12 for SZ...
[2024-12-22T22:47:36.700+0000] {logging_mixin.py:190} INFO - Inserted 181 articles into Snowflake table for SZ.
[2024-12-22T22:47:41.702+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-12 to 2023-05-13 for SZ...
[2024-12-22T22:47:44.518+0000] {logging_mixin.py:190} INFO - Inserted 184 articles into Snowflake table for SZ.
[2024-12-22T22:47:49.519+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-13 to 2023-05-14 for SZ...
[2024-12-22T22:47:52.088+0000] {logging_mixin.py:190} INFO - Inserted 113 articles into Snowflake table for SZ.
[2024-12-22T22:47:57.088+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-14 to 2023-05-15 for SZ...
[2024-12-22T22:48:00.301+0000] {logging_mixin.py:190} INFO - Inserted 125 articles into Snowflake table for SZ.
[2024-12-22T22:48:05.303+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-15 to 2023-05-16 for SZ...
[2024-12-22T22:48:07.904+0000] {logging_mixin.py:190} INFO - Inserted 176 articles into Snowflake table for SZ.
[2024-12-22T22:48:12.907+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-16 to 2023-05-17 for SZ...
[2024-12-22T22:48:15.592+0000] {logging_mixin.py:190} INFO - Inserted 146 articles into Snowflake table for SZ.
[2024-12-22T22:48:20.593+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-17 to 2023-05-18 for SZ...
[2024-12-22T22:48:23.097+0000] {logging_mixin.py:190} INFO - Inserted 191 articles into Snowflake table for SZ.
[2024-12-22T22:48:28.097+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-18 to 2023-05-19 for SZ...
[2024-12-22T22:48:30.716+0000] {logging_mixin.py:190} INFO - Inserted 92 articles into Snowflake table for SZ.
[2024-12-22T22:48:35.718+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-19 to 2023-05-20 for SZ...
[2024-12-22T22:48:38.470+0000] {logging_mixin.py:190} INFO - Inserted 155 articles into Snowflake table for SZ.
[2024-12-22T22:48:43.472+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-20 to 2023-05-21 for SZ...
[2024-12-22T22:48:45.704+0000] {logging_mixin.py:190} INFO - Inserted 82 articles into Snowflake table for SZ.
[2024-12-22T22:48:50.706+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-21 to 2023-05-22 for SZ...
[2024-12-22T22:48:53.376+0000] {logging_mixin.py:190} INFO - Inserted 160 articles into Snowflake table for SZ.
[2024-12-22T22:48:58.375+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-22 to 2023-05-23 for SZ...
[2024-12-22T22:49:01.430+0000] {logging_mixin.py:190} INFO - Inserted 117 articles into Snowflake table for SZ.
[2024-12-22T22:49:06.431+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-23 to 2023-05-24 for SZ...
[2024-12-22T22:49:09.058+0000] {logging_mixin.py:190} INFO - Inserted 164 articles into Snowflake table for SZ.
[2024-12-22T22:49:14.060+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-24 to 2023-05-25 for SZ...
[2024-12-22T22:49:20.239+0000] {logging_mixin.py:190} INFO - Inserted 135 articles into Snowflake table for SZ.
[2024-12-22T22:49:25.238+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-25 to 2023-05-26 for SZ...
[2024-12-22T22:49:30.503+0000] {logging_mixin.py:190} INFO - Inserted 171 articles into Snowflake table for SZ.
[2024-12-22T22:49:35.504+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-26 to 2023-05-27 for SZ...
[2024-12-22T22:49:39.684+0000] {logging_mixin.py:190} INFO - Inserted 200 articles into Snowflake table for SZ.
[2024-12-22T22:49:44.685+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-27 to 2023-05-28 for SZ...
[2024-12-22T22:49:47.765+0000] {logging_mixin.py:190} INFO - Inserted 77 articles into Snowflake table for SZ.
[2024-12-22T22:49:52.767+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-28 to 2023-05-29 for SZ...
[2024-12-22T22:49:55.167+0000] {logging_mixin.py:190} INFO - Inserted 127 articles into Snowflake table for SZ.
[2024-12-22T22:50:00.168+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-29 to 2023-05-30 for SZ...
[2024-12-22T22:50:02.662+0000] {logging_mixin.py:190} INFO - Inserted 97 articles into Snowflake table for SZ.
[2024-12-22T22:55:07.643+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-30 to 2023-05-31 for SZ...
[2024-12-22T22:55:13.175+0000] {logging_mixin.py:190} INFO - Inserted 148 articles into Snowflake table for SZ.
[2024-12-22T22:55:18.177+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-05-31 to 2023-06-01 for SZ...
[2024-12-22T22:55:21.140+0000] {logging_mixin.py:190} INFO - Inserted 179 articles into Snowflake table for SZ.
[2024-12-22T22:55:26.140+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-01 to 2023-06-02 for SZ...
[2024-12-22T22:55:28.411+0000] {logging_mixin.py:190} INFO - Inserted 164 articles into Snowflake table for SZ.
[2024-12-22T22:55:33.413+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-02 to 2023-06-03 for SZ...
[2024-12-22T22:55:35.570+0000] {logging_mixin.py:190} INFO - Inserted 139 articles into Snowflake table for SZ.
[2024-12-22T22:55:40.571+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-03 to 2023-06-04 for SZ...
[2024-12-22T22:55:42.817+0000] {logging_mixin.py:190} INFO - Inserted 139 articles into Snowflake table for SZ.
[2024-12-22T22:55:47.818+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-04 to 2023-06-05 for SZ...
[2024-12-22T22:55:49.613+0000] {logging_mixin.py:190} INFO - Inserted 64 articles into Snowflake table for SZ.
[2024-12-22T22:55:54.612+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-05 to 2023-06-06 for SZ...
[2024-12-22T22:55:57.311+0000] {logging_mixin.py:190} INFO - Inserted 219 articles into Snowflake table for SZ.
[2024-12-22T22:56:02.313+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-06 to 2023-06-07 for SZ...
[2024-12-22T22:56:06.632+0000] {logging_mixin.py:190} INFO - Inserted 136 articles into Snowflake table for SZ.
[2024-12-22T22:56:11.634+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-07 to 2023-06-08 for SZ...
[2024-12-22T22:56:15.250+0000] {logging_mixin.py:190} INFO - Inserted 133 articles into Snowflake table for SZ.
[2024-12-22T22:56:20.252+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-08 to 2023-06-09 for SZ...
[2024-12-22T22:56:22.453+0000] {logging_mixin.py:190} INFO - Inserted 163 articles into Snowflake table for SZ.
[2024-12-22T22:56:27.452+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-09 to 2023-06-10 for SZ...
[2024-12-22T22:56:29.722+0000] {logging_mixin.py:190} INFO - Inserted 196 articles into Snowflake table for SZ.
[2024-12-22T22:56:34.724+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-10 to 2023-06-11 for SZ...
[2024-12-22T22:56:36.704+0000] {logging_mixin.py:190} INFO - Inserted 84 articles into Snowflake table for SZ.
[2024-12-22T22:56:41.705+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-11 to 2023-06-12 for SZ...
[2024-12-22T22:56:44.149+0000] {logging_mixin.py:190} INFO - Inserted 120 articles into Snowflake table for SZ.
[2024-12-22T22:56:49.150+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-12 to 2023-06-13 for SZ...
[2024-12-22T22:56:51.596+0000] {logging_mixin.py:190} INFO - Inserted 201 articles into Snowflake table for SZ.
[2024-12-22T22:56:56.596+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-13 to 2023-06-14 for SZ...
[2024-12-22T22:56:58.796+0000] {logging_mixin.py:190} INFO - Inserted 157 articles into Snowflake table for SZ.
[2024-12-22T22:57:03.797+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-14 to 2023-06-15 for SZ...
[2024-12-22T22:57:06.074+0000] {logging_mixin.py:190} INFO - Inserted 136 articles into Snowflake table for SZ.
[2024-12-22T22:57:11.075+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-15 to 2023-06-16 for SZ...
[2024-12-22T22:57:13.221+0000] {logging_mixin.py:190} INFO - Inserted 195 articles into Snowflake table for SZ.
[2024-12-22T22:57:18.223+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-16 to 2023-06-17 for SZ...
[2024-12-22T22:57:20.521+0000] {logging_mixin.py:190} INFO - Inserted 146 articles into Snowflake table for SZ.
[2024-12-22T22:57:25.521+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-17 to 2023-06-18 for SZ...
[2024-12-22T22:57:30.832+0000] {logging_mixin.py:190} INFO - Inserted 127 articles into Snowflake table for SZ.
[2024-12-22T22:57:35.834+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-18 to 2023-06-19 for SZ...
[2024-12-22T22:57:40.771+0000] {logging_mixin.py:190} INFO - Inserted 127 articles into Snowflake table for SZ.
[2024-12-22T22:57:45.772+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-19 to 2023-06-20 for SZ...
[2024-12-22T22:57:51.200+0000] {logging_mixin.py:190} INFO - Inserted 178 articles into Snowflake table for SZ.
[2024-12-22T22:57:56.200+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-20 to 2023-06-21 for SZ...
[2024-12-22T22:57:58.368+0000] {logging_mixin.py:190} INFO - Inserted 213 articles into Snowflake table for SZ.
[2024-12-22T22:58:03.371+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-21 to 2023-06-22 for SZ...
[2024-12-22T22:58:06.459+0000] {logging_mixin.py:190} INFO - Inserted 130 articles into Snowflake table for SZ.
[2024-12-22T22:58:11.460+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-22 to 2023-06-23 for SZ...
[2024-12-22T22:58:14.630+0000] {logging_mixin.py:190} INFO - Inserted 185 articles into Snowflake table for SZ.
[2024-12-22T22:58:19.632+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-23 to 2023-06-24 for SZ...
[2024-12-22T22:58:21.880+0000] {logging_mixin.py:190} INFO - Inserted 126 articles into Snowflake table for SZ.
[2024-12-22T22:58:26.880+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-24 to 2023-06-25 for SZ...
[2024-12-22T22:58:29.970+0000] {logging_mixin.py:190} INFO - Inserted 138 articles into Snowflake table for SZ.
[2024-12-22T22:58:34.971+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-25 to 2023-06-26 for SZ...
[2024-12-22T22:58:37.417+0000] {logging_mixin.py:190} INFO - Inserted 126 articles into Snowflake table for SZ.
[2024-12-22T22:58:42.419+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-26 to 2023-06-27 for SZ...
[2024-12-22T22:58:44.738+0000] {logging_mixin.py:190} INFO - Inserted 220 articles into Snowflake table for SZ.
[2024-12-22T22:58:49.739+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-27 to 2023-06-28 for SZ...
[2024-12-22T22:58:52.997+0000] {logging_mixin.py:190} INFO - Inserted 168 articles into Snowflake table for SZ.
[2024-12-22T22:58:57.996+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-28 to 2023-06-29 for SZ...
[2024-12-22T22:59:00.358+0000] {logging_mixin.py:190} INFO - Inserted 110 articles into Snowflake table for SZ.
[2024-12-22T22:59:05.359+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-29 to 2023-06-30 for SZ...
[2024-12-22T22:59:07.513+0000] {logging_mixin.py:190} INFO - Inserted 126 articles into Snowflake table for SZ.
[2024-12-22T23:04:12.494+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-06-30 to 2023-07-01 for SZ...
[2024-12-22T23:04:15.534+0000] {logging_mixin.py:190} INFO - Inserted 109 articles into Snowflake table for SZ.
[2024-12-22T23:04:20.535+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-01 to 2023-07-02 for SZ...
[2024-12-22T23:04:22.504+0000] {logging_mixin.py:190} INFO - Inserted 66 articles into Snowflake table for SZ.
[2024-12-22T23:04:27.503+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-02 to 2023-07-03 for SZ...
[2024-12-22T23:04:34.012+0000] {logging_mixin.py:190} INFO - Inserted 97 articles into Snowflake table for SZ.
[2024-12-22T23:04:39.014+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-03 to 2023-07-04 for SZ...
[2024-12-22T23:04:41.225+0000] {logging_mixin.py:190} INFO - Inserted 126 articles into Snowflake table for SZ.
[2024-12-22T23:04:46.226+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-04 to 2023-07-05 for SZ...
[2024-12-22T23:04:48.623+0000] {logging_mixin.py:190} INFO - Inserted 140 articles into Snowflake table for SZ.
[2024-12-22T23:04:53.624+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-05 to 2023-07-06 for SZ...
[2024-12-22T23:04:57.096+0000] {logging_mixin.py:190} INFO - Inserted 120 articles into Snowflake table for SZ.
[2024-12-22T23:05:02.098+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-06 to 2023-07-07 for SZ...
[2024-12-22T23:05:04.496+0000] {logging_mixin.py:190} INFO - Inserted 105 articles into Snowflake table for SZ.
[2024-12-22T23:05:09.498+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-07 to 2023-07-08 for SZ...
[2024-12-22T23:05:11.774+0000] {logging_mixin.py:190} INFO - Inserted 135 articles into Snowflake table for SZ.
[2024-12-22T23:05:16.776+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-08 to 2023-07-09 for SZ...
[2024-12-22T23:05:18.826+0000] {logging_mixin.py:190} INFO - Inserted 88 articles into Snowflake table for SZ.
[2024-12-22T23:05:23.825+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-09 to 2023-07-10 for SZ...
[2024-12-22T23:05:26.040+0000] {logging_mixin.py:190} INFO - Inserted 67 articles into Snowflake table for SZ.
[2024-12-22T23:05:31.042+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-10 to 2023-07-11 for SZ...
[2024-12-22T23:05:33.380+0000] {logging_mixin.py:190} INFO - Inserted 102 articles into Snowflake table for SZ.
[2024-12-22T23:05:38.382+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-11 to 2023-07-12 for SZ...
[2024-12-22T23:05:41.118+0000] {logging_mixin.py:190} INFO - Inserted 122 articles into Snowflake table for SZ.
[2024-12-22T23:05:46.120+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-12 to 2023-07-13 for SZ...
[2024-12-22T23:05:48.797+0000] {logging_mixin.py:190} INFO - Inserted 159 articles into Snowflake table for SZ.
[2024-12-22T23:05:53.798+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-13 to 2023-07-14 for SZ...
[2024-12-22T23:06:00.090+0000] {logging_mixin.py:190} INFO - Inserted 156 articles into Snowflake table for SZ.
[2024-12-22T23:06:05.091+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-14 to 2023-07-15 for SZ...
[2024-12-22T23:06:08.554+0000] {logging_mixin.py:190} INFO - Inserted 146 articles into Snowflake table for SZ.
[2024-12-22T23:06:13.555+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-15 to 2023-07-16 for SZ...
[2024-12-22T23:06:15.699+0000] {logging_mixin.py:190} INFO - Inserted 78 articles into Snowflake table for SZ.
[2024-12-22T23:06:20.700+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-16 to 2023-07-17 for SZ...
[2024-12-22T23:06:22.657+0000] {logging_mixin.py:190} INFO - Inserted 74 articles into Snowflake table for SZ.
[2024-12-22T23:06:27.656+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-17 to 2023-07-18 for SZ...
[2024-12-22T23:06:30.105+0000] {logging_mixin.py:190} INFO - Inserted 118 articles into Snowflake table for SZ.
[2024-12-22T23:06:35.107+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-18 to 2023-07-19 for SZ...
[2024-12-22T23:06:37.318+0000] {logging_mixin.py:190} INFO - Inserted 122 articles into Snowflake table for SZ.
[2024-12-22T23:06:42.319+0000] {logging_mixin.py:190} INFO - Fetching news from 2023-07-19 to 2023-07-20 for SZ...
[2024-12-22T23:06:44.721+0000] {logging_mixin.py:190} INFO - Inserted 119 articles into Snowflake table for SZ.
